family_id,assigned_day
411,86
412,72
413,81
414,37
415,23
416,37
417,53
418,38
419,22
420,59
421,54
422,45
423,35
424,58
425,43
426,89
427,6
428,49
429,22
430,82
431,65
432,41
433,95
434,4
435,88
436,18
437,12
438,10
439,51
440,54
441,6
442,32
443,24
444,77
445,41
446,18
447,23
448,96
449,8
450,92
451,61
452,79
453,5
454,74
455,62
456,1
457,38
458,81
459,10
460,86
461,22
462,94
463,61
464,68
465,27
466,83
467,67
468,29
469,94
470,88
471,32
472,89
473,64
474,5
475,14
476,19
477,67
478,63
479,19
480,62
481,86
482,5
483,29
484,4
485,30
486,73
487,20
488,22
489,44
490,73
491,70
492,56
493,86
494,2
495,89
496,91
497,46
498,30
499,22
500,19
501,51
502,94
503,12
504,58
505,17
506,40
507,1
508,24
509,22
510,36
511,41
512,61
513,23
514,63
515,93
516,20
517,72
518,37
519,13
520,26
521,36
522,8
523,28
524,19
525,66
526,31
527,74
528,69
529,2
530,31
531,61
532,72
533,13
534,62
535,1
536,11
537,4
538,80
539,71
540,88
541,5
542,73
543,8
544,3
545,57
546,33
547,30
548,33
549,5
550,80
551,10
552,32
553,65
554,36
555,60
556,66
557,8
558,49
559,37
560,79
561,2
562,68
563,45
564,45
565,73
566,18
567,33
568,41
569,4
570,38
571,80
572,17
573,50
574,7
575,41
576,94
577,19
578,31
579,32
580,83
581,72
582,67
583,6
584,77
585,87
586,91
587,74
588,26
589,80
590,36
591,19
592,29
593,48
594,11
595,65
596,84
597,6
598,34
599,22
600,38
601,71
602,58
603,79
604,14
605,65
606,36
607,14
608,27
609,4
610,37
611,17
612,49
613,43
614,4
615,30
616,33
617,91
618,55
619,4
620,30
621,17
622,33
623,32
624,20
625,84
626,72
627,80
628,55
629,35
630,13
631,23
632,80
633,80
634,44
635,1
636,100
637,18
638,7
639,4
640,28
641,68
642,14
643,2
644,87
645,42
646,46
647,66
648,16
649,40
650,38
651,88
652,54
653,15
654,62
655,25
656,60
657,9
658,7
659,48
660,64
661,17
662,11
663,92
664,19
665,4
666,9
667,36
668,99
669,90
670,33
671,57
672,75
673,75
674,41
675,67
676,45
677,40
678,36
679,26
680,73
681,46
682,11
683,82
684,42
685,49
686,96
687,31
688,92
689,94
690,96
691,54
692,76
693,59
694,93
695,92
696,77
697,33
698,36
699,43
700,77
701,83
702,97
703,35
704,96
705,46
706,8
707,30
708,24
709,47
710,47
711,64
712,6
713,52
714,12
715,15
716,26
717,75
718,63
719,57
720,15
721,42
722,16
723,5
724,44
725,38
726,37
727,53
728,40
729,1
730,73
731,10
732,15
733,61
734,40
735,1
736,17
737,22
738,55
739,50
740,16
741,54
742,85
743,34
744,69
745,52
746,58
747,31
748,55
749,33
750,1
751,9
752,16
753,7
754,79
755,52
756,53
757,32
758,39
759,33
760,19
761,92
762,34
763,51
764,36
765,3
766,4
767,74
768,34
769,41
770,15
771,18
772,42
773,29
774,51
775,96
776,77
777,45
778,57
779,11
780,50
781,2
782,59
783,16
784,54
785,77
786,45
787,80
788,45
789,27
790,28
791,39
792,47
793,34
794,88
795,36
796,81
797,21
798,77
799,64
800,69
801,4
802,25
803,1
804,59
805,77
806,28
807,46
808,61
809,26
810,61
811,3
812,83
813,95
814,80
815,4
816,71
817,75
818,57
819,1
820,80
821,18
822,14
823,79
824,87
825,51
826,10
827,77
828,81
829,93
830,81
831,62
832,17
833,100
834,75
835,11
836,35
837,65
838,69
839,48
840,42
841,65
842,14
843,33
844,40
845,4
846,3
847,34
848,48
849,60
850,43
851,11
852,31
853,6
854,74
855,61
856,47
857,37
858,7
859,88
860,1
861,33
862,89
863,35
864,78
865,39
866,48
867,43
868,76
869,63
870,97
871,27
872,69
873,43
874,62
875,64
876,18
877,34
878,22
879,50
880,6
881,84
882,72
883,54
884,61
885,83
886,2
887,88
888,46
889,74
890,4
891,30
892,69
893,23
894,94
895,95
896,39
897,76
898,72
899,73
900,50
901,15
902,31
903,12
904,56
905,90
906,79
907,2
908,34
909,49
910,57
911,39
912,18
913,1
914,77
915,17
916,95
917,8
918,62
919,94
920,52
921,46
922,86
923,56
924,47
925,56
926,97
927,52
928,41
929,18
930,26
931,78
932,59
933,63
934,49
935,27
936,80
937,63
938,37
939,67
940,52
941,24
942,24
943,42
944,86
945,75
946,24
947,98
948,27
949,32
950,91
951,79
952,13
953,80
954,83
955,36
956,8
957,12
958,20
959,22
960,52
961,78
962,8
963,29
964,45
965,55
966,97
967,16
968,88
969,27
970,47
971,67
972,11
973,39
974,31
975,19
976,46
977,18
978,32
979,22
980,94
981,60
982,74
983,51
984,51
985,30
986,20
987,1
988,16
989,85
990,52
991,42
992,7
993,97
994,58
995,14
996,59
997,84
998,55
999,90
1000,56
1001,53
1002,94
1003,85
1004,33
1005,13
1006,38
1007,49
1008,24
1009,33
1010,10
1011,17
1012,87
1013,83
1014,31
1015,86
1016,87
1017,17
1018,65
1019,82
1020,18
1021,3
1022,5
1023,23
1024,91
1025,50
1026,29
1027,21
1028,66
1029,1
1030,87
1031,17
1032,23
1033,89
1034,61
1035,49
1036,99
1037,56
1038,14
1039,52
1040,18
1041,53
1042,29
1043,90
1044,58
1045,63
1046,76
1047,10
1048,24
1049,74
1050,79
1051,82
1052,69
1053,45
1054,14
1055,15
1056,57
1057,4
1058,8
1059,50
1060,33
1061,10
1062,83
1063,84
1064,29
1065,44
1066,30
1067,5
1068,14
1069,18
1070,3
1071,65
1072,70
1073,41
1074,46
1075,56
1076,78
1077,93
1078,30
1079,41
1080,75
1081,24
1082,73
1083,18
1084,48
1085,34
1086,27
1087,88
1088,6
1089,27
1090,15
1091,66
1092,15
1093,37
1094,46
1095,75
1096,5
1097,11
1098,34
1099,97
1100,28
1101,19
1102,28
1103,76
1104,58
1105,66
1106,14
1107,8
1108,77
1109,16
1110,4
1111,19
1112,18
1113,43
1114,65
1115,90
1116,65
1117,36
1118,18
1119,94
1120,35
1121,77
1122,45
1123,47
1124,19
1125,52
1126,5
1127,43
1128,62
1129,46
1130,67
1131,39
1132,47
1133,63
1134,21
1135,90
1136,24
1137,88
1138,8
1139,3
1140,75
1141,27
1142,66
1143,81
1144,82
1145,4
1146,12
1147,47
1148,67
1149,52
1150,84
1151,95
1152,3
1153,4
1154,64
1155,5
1156,47
1157,13
1158,18
1159,36
1160,60
1161,72
1162,16
1163,5
1164,90
1165,21
1166,7
1167,59
1168,25
1169,6
1170,35
1171,13
1172,2
1173,80
1174,25
1175,6
1176,53
1177,8
1178,36
1179,4
1180,62
1181,16
1182,57
1183,64
1184,39
1185,12
1186,99
1187,6
1188,66
1189,50
1190,9
1191,10
1192,26
1193,57
1194,53
1195,53
1196,10
1197,56
1198,57
1199,20
1200,28
1201,71
1202,55
1203,91
1204,43
1205,71
1206,89
1207,14
1208,47
1209,46
1210,4
1211,56
1212,11
1213,33
1214,30
1215,55
1216,99
1217,36
1218,89
1219,61
1220,86
1221,9
1222,11
1223,83
1224,90
1225,2
1226,7
1227,16
1228,72
1229,36
1230,29
1231,73
1232,58
1233,21
1234,50
1235,62
1236,21
1237,63
1238,50
1239,24
1240,91
1241,80
1242,33
1243,67
1244,19
1245,75
1246,92
1247,57
1248,91
1249,21
1250,45
1251,10
1252,55
1253,89
1254,40
1255,44
1256,61
1257,48
1258,54
1259,12
1260,75
1261,25
1262,77
1263,1
1264,17
1265,90
1266,74
1267,89
1268,53
1269,68
1270,86
1271,43
1272,39
1273,68
1274,6
1275,47
1276,22
1277,99
1278,56
1279,25
1280,13
1281,26
1282,88
1283,19
1284,45
1285,18
1286,37
1287,60
1288,84
1289,24
1290,82
1291,41
1292,72
1293,28
1294,95
1295,18
1296,59
1297,21
1298,21
1299,18
1300,93
1301,4
1302,40
1303,7
1304,94
1305,9
1306,58
1307,55
1308,96
1309,76
1310,67
1311,26
1312,28
1313,34
1314,10
1315,89
1316,26
1317,39
1318,26
1319,33
1320,47
1321,9
1322,33
1323,32
1324,10
1325,98
1326,78
1327,39
1328,66
1329,31
1330,65
1331,15
1332,90
1333,59
1334,21
1335,76
1336,27
1337,92
1338,63
1339,87
1340,17
1341,12
1342,51
1343,52
1344,61
1345,89
1346,85
1347,3
1348,8
1349,8
1350,54
1351,9
1352,8
1353,31
1354,53
1355,43
1356,48
1357,38
1358,14
1359,29
1360,68
1361,16
1362,61
1363,23
1364,26
1365,53
1366,21
1367,22
1368,87
1369,100
1370,68
1371,90
1372,31
1373,4
1374,6
1375,28
1376,1
1377,80
1378,10
1379,63
1380,28
1381,79
1382,97
1383,26
1384,37
1385,8
1386,3
1387,50
1388,5
1389,49
1390,92
1391,82
1392,40
1393,46
1394,60
1395,71
1396,23
1397,2
1398,83
1399,6
1400,62
1401,16
1402,41
1403,23
1404,48
1405,81
1406,13
1407,47
1408,95
1409,53
1410,31
1411,1
1412,32
1413,5
1414,39
1415,44
1416,53
1417,61
1418,20
1419,82
1420,5
1421,40
1422,9
1423,21
1424,76
1425,41
1426,42
1427,28
1428,45
1429,90
1430,70
1431,54
1432,40
1433,5
1434,31
1435,53
1436,82
1437,39
1438,44
1439,34
1440,58
1441,4
1442,49
1443,87
1444,29
1445,100
1446,42
1447,35
1448,22
1449,28
1450,82
1451,7
1452,37
1453,8
1454,22
1455,22
1456,52
1457,80
1458,95
1459,4
1460,56
1461,6
1462,7
1463,34
1464,94
1465,27
1466,19
1467,77
1468,35
1469,87
1470,29
1471,49
1472,19
1473,38
1474,43
1475,71
1476,44
1477,54
1478,69
1479,73
1480,69
1481,65
1482,96
1483,72
1484,38
1485,82
1486,17
1487,43
1488,80
1489,5
1490,47
1491,41
1492,19
1493,60
1494,6
1495,25
1496,1
1497,20
1498,11
1499,21
1500,9
1501,79
1502,21
1503,56
1504,46
1505,45
1506,73
1507,33
1508,52
1509,96
1510,87
1511,19
1512,83
1513,5
1514,66
1515,17
1516,31
1517,46
1518,15
1519,39
1520,12
1521,7
1522,19
1523,10
1524,96
1525,95
1526,75
1527,42
1528,28
1529,51
1530,72
1531,52
1532,40
1533,89
1534,16
1535,86
1536,6
1537,38
1538,65
1539,28
1540,64
1541,4
1542,16
1543,31
1544,11
1545,54
1546,74
1547,68
1548,44
1549,18
1550,10
1551,84
1552,29
1553,68
1554,30
1555,50
1556,20
1557,77
1558,16
1559,20
1560,68
1561,38
1562,23
1563,43
1564,2
1565,58
1566,25
1567,88
1568,53
1569,1
1570,21
1571,63
1572,18
1573,35
1574,64
1575,53
1576,59
1577,100
1578,28
1579,22
1580,96
1581,41
1582,32
1583,38
1584,95
1585,33
1586,7
1587,47
1588,87
1589,20
1590,28
1591,36
1592,55
1593,6
1594,86
1595,52
1596,41
1597,17
1598,18
1599,62
1600,100
1601,36
1602,61
1603,5
1604,50
1605,45
1606,50
1607,15
1608,87
1609,50
1610,39
1611,84
1612,54
1613,1
1614,59
1615,13
1616,49
1617,77
1618,41
1619,66
1620,48
1621,30
1622,32
1623,67
1624,98
1625,44
1626,65
1627,37
1628,51
1629,54
1630,2
1631,2
1632,35
1633,25
1634,56
1635,54
1636,51
1637,22
1638,94
1639,74
1640,14
1641,57
1642,90
1643,60
1644,2
1645,7
1646,64
1647,56
1648,36
1649,60
1650,15
1651,96
1652,69
1653,47
1654,10
1655,59
1656,73
1657,43
1658,22
1659,4
1660,97
1661,13
1662,28
1663,64
1664,8
1665,50
1666,92
1667,47
1668,52
1669,100
1670,25
1671,55
1672,12
1673,66
1674,100
1675,61
1676,12
1677,56
1678,70
1679,13
1680,98
1681,22
1682,14
1683,16
1684,21
1685,65
1686,25
1687,24
1688,13
1689,95
1690,21
1691,87
1692,32
1693,93
1694,71
1695,22
1696,28
1697,19
1698,54
1699,80
1700,99
1701,8
1702,75
1703,85
1704,5
1705,70
1706,15
1707,51
1708,80
1709,20
1710,69
1711,30
1712,33
1713,1
1714,17
1715,11
1716,15
1717,60
1718,37
1719,4
1720,47
1721,64
1722,55
1723,42
1724,44
1725,83
1726,6
1727,62
1728,27
1729,51
1730,89
1731,95
1732,59
1733,35
1734,49
1735,28
1736,25
1737,32
1738,26
1739,87
1740,15
1741,21
1742,50
1743,83
1744,64
1745,74
1746,41
1747,10
1748,31
1749,46
1750,52
1751,58
1752,67
1753,31
1754,27
1755,19
1756,39
1757,25
1758,8
1759,26
1760,37
1761,17
1762,78
1763,20
1764,17
1765,38
1766,54
1767,69
1768,81
1769,48
1770,52
1771,87
1772,48
1773,55
1774,5
1775,99
1776,50
1777,24
1778,97
1779,31
1780,73
1781,4
1782,84
1783,35
1784,36
1785,30
1786,80
1787,36
1788,39
1789,60
1790,35
1791,77
1792,57
1793,90
1794,69
1795,5
1796,88
1797,53
1798,28
1799,63
1800,30
1801,4
1802,95
1803,19
1804,74
1805,78
1806,52
1807,81
1808,99
1809,72
1810,31
1811,38
1812,57
1813,53
1814,42
1815,1
1816,64
1817,9
1818,40
1819,83
1820,1
1821,81
1822,25
1823,52
1824,27
1825,26
1826,2
1827,7
1828,20
1829,90
1830,22
1831,12
1832,48
1833,81
1834,31
1835,22
1836,88
1837,66
1838,20
1839,59
1840,31
1841,5
1842,30
1843,53
1844,12
1845,45
1846,53
1847,60
1848,79
1849,46
1850,83
1851,35
1852,28
1853,36
1854,22
1855,8
1856,2
1857,7
1858,25
1859,26
1860,4
1861,15
1862,7
1863,49
1864,4
1865,29
1866,15
1867,46
1868,47
1869,11
1870,53
1871,44
1872,21
1873,68
1874,66
1875,12
1876,81
1877,88
1878,50
1879,98
1880,49
1881,33
1882,8
1883,6
1884,96
1885,60
1886,89
1887,51
1888,88
1889,11
1890,67
1891,46
1892,21
1893,83
1894,2
1895,5
1896,64
1897,6
1898,21
1899,53
1900,1
1901,67
1902,69
1903,3
1904,63
1905,63
1906,58
1907,85
1908,44
1909,57
1910,25
1911,70
1912,90
1913,26
1914,60
1915,30
1916,64
1917,46
1918,93
1919,27
1920,23
1921,31
1922,91
1923,66
1924,19
1925,2
1926,33
1927,33
1928,9
1929,54
1930,18
1931,52
1932,72
1933,76
1934,33
1935,28
1936,15
1937,3
1938,78
1939,85
1940,48
1941,42
1942,15
1943,34
1944,59
1945,6
1946,79
1947,55
1948,37
1949,25
1950,4
1951,50
1952,31
1953,54
1954,67
1955,53
1956,41
1957,53
1958,12
1959,73
1960,10
1961,9
1962,79
1963,26
1964,22
1965,24
1966,68
1967,52
1968,33
1969,98
1970,26
1971,12
1972,12
1973,53
1974,14
1975,43
1976,52
1977,1
1978,64
1979,3
1980,41
1981,38
1982,55
1983,94
1984,93
1985,11
1986,30
1987,9
1988,19
1989,62
1990,28
1991,26
1992,40
1993,18
1994,53
1995,49
1996,32
1997,56
1998,32
1999,91
2000,45
2001,8
2002,37
2003,88
2004,13
2005,97
2006,42
2007,3
2008,52
2009,10
2010,40
2011,63
2012,5
2013,54
2014,54
2015,50
2016,2
2017,89
2018,2
2019,23
2020,22
2021,19
2022,5
2023,27
2024,13
2025,67
2026,7
2027,34
2028,80
2029,28
2030,30
2031,40
2032,25
2033,91
2034,16
2035,18
2036,72
2037,39
2038,6
2039,36
2040,80
2041,35
2042,81
2043,66
2044,5
2045,27
2046,12
2047,23
2048,10
2049,96
2050,29
2051,57
2052,40
2053,12
2054,22
2055,82
2056,61
2057,65
2058,15
2059,87
2060,8
2061,15
2062,78
2063,53
2064,6
2065,26
2066,62
2067,20
2068,68
2069,57
2070,3
2071,65
2072,18
2073,69
2074,98
2075,19
2076,13
2077,27
2078,90
2079,2
2080,76
2081,57
2082,35
2083,41
2084,50
2085,32
2086,54
2087,36
2088,9
2089,51
2090,33
2091,33
2092,16
2093,28
2094,34
2095,80
2096,38
2097,73
2098,97
2099,25
2100,45
2101,43
2102,2
2103,40
2104,5
2105,58
2106,42
2107,13
2108,59
2109,15
2110,48
2111,23
2112,24
2113,97
2114,1
2115,19
2116,84
2117,20
2118,63
2119,32
2120,87
2121,34
2122,28
2123,50
2124,28
2125,17
2126,22
2127,20
2128,45
2129,32
2130,83
2131,48
2132,52
2133,66
2134,9
2135,71
2136,85
2137,94
2138,52
2139,30
2140,55
2141,17
2142,32
2143,35
2144,44
2145,3
2146,7
2147,51
2148,46
2149,97
2150,48
2151,1
2152,11
2153,18
2154,23
2155,3
2156,10
2157,61
2158,100
2159,70
2160,16
2161,14
2162,34
2163,13
2164,24
2165,12
2166,51
2167,34
2168,45
2169,27
2170,48
2171,23
2172,15
2173,23
2174,41
2175,82
2176,47
2177,92
2178,6
2179,74
2180,58
2181,13
2182,51
2183,60
2184,82
2185,93
2186,73
2187,1
2188,10
2189,24
2190,96
2191,21
2192,3
2193,93
2194,5
2195,14
2196,17
2197,28
2198,40
2199,42
2200,3
2201,82
2202,35
2203,81
2204,64
2205,40
2206,73
2207,70
2208,94
2209,54
2210,76
2211,56
2212,74
2213,23
2214,43
2215,26
2216,54
2217,82
2218,100
2219,19
2220,6
2221,65
2222,60
2223,73
2224,62
2225,87
2226,7
2227,40
2228,59
2229,95
2230,22
2231,2
2232,22
2233,30
2234,48
2235,92
2236,1
2237,55
2238,55
2239,38
2240,12
2241,38
2242,12
2243,94
2244,9
2245,47
2246,1
2247,83
2248,68
2249,32
2250,4
2251,43
2252,58
2253,49
2254,60
2255,11
2256,78
2257,63
2258,5
2259,100
2260,5
2261,39
2262,75
2263,56
2264,15
2265,20
2266,54
2267,87
2268,15
2269,51
2270,40
2271,12
2272,67
2273,99
2274,89
2275,25
2276,14
2277,19
2278,78
2279,90
2280,68
2281,70
2282,57
2283,17
2284,4
2285,46
2286,62
2287,94
2288,23
2289,20
2290,74
2291,15
2292,25
2293,10
2294,24
2295,38
2296,4
2297,94
2298,5
2299,73
2300,35
2301,16
2302,14
2303,32
2304,81
2305,3
2306,26
2307,9
2308,46
2309,41
2310,97
2311,89
2312,33
2313,43
2314,10
2315,22
2316,98
2317,75
2318,39
2319,60
2320,67
2321,57
2322,39
2323,70
2324,60
2325,91
2326,73
2327,9
2328,29
2329,79
2330,71
2331,33
2332,45
2333,27
2334,23
2335,5
2336,9
2337,46
2338,6
2339,11
2340,25
2341,64
2342,56
2343,25
2344,38
2345,98
2346,92
2347,50
2348,37
2349,67
2350,41
2351,10
2352,2
2353,37
2354,96
2355,39
2356,67
2357,53
2358,13
2359,17
2360,17
2361,39
2362,39
2363,57
2364,65
2365,99
2366,77
2367,52
2368,41
2369,84
2370,34
2371,65
2372,32
2373,47
2374,24
2375,92
2376,71
2377,10
2378,11
2379,26
2380,41
2381,12
2382,23
2383,33
2384,97
2385,95
2386,15
2387,31
2388,13
2389,49
2390,2
2391,38
2392,17
2393,14
2394,55
2395,24
2396,53
2397,45
2398,22
2399,32
2400,12
2401,96
2402,43
2403,64
2404,92
2405,75
2406,83
2407,56
2408,88
2409,11
2410,15
2411,7
2412,55
2413,2
2414,76
2415,40
2416,50
2417,11
2418,29
2419,12
2420,11
2421,34
2422,44
2423,10
2424,4
2425,95
2426,51
2427,3
2428,21
2429,13
2430,44
2431,60
2432,12
2433,60
2434,66
2435,61
2436,75
2437,9
2438,37
2439,27
2440,56
2441,36
2442,53
2443,98
2444,76
2445,71
2446,77
2447,82
2448,56
2449,61
2450,8
2451,21
2452,20
2453,82
2454,57
2455,70
2456,76
2457,44
2458,74
2459,12
2460,56
2461,6
2462,63
2463,4
2464,68
2465,16
2466,40
2467,71
2468,17
2469,26
2470,28
2471,5
2472,65
2473,62
2474,38
2475,55
2476,51
2477,25
2478,16
2479,72
2480,10
2481,18
2482,77
2483,98
2484,29
2485,77
2486,4
2487,54
2488,94
2489,9
2490,70
2491,89
2492,16
2493,87
2494,61
2495,56
2496,40
2497,51
2498,60
2499,3
2500,68
2501,19
2502,51
2503,45
2504,93
2505,69
2506,83
2507,51
2508,9
2509,73
2510,86
2511,37
2512,36
2513,28
2514,3
2515,83
2516,61
2517,66
2518,80
2519,12
2520,61
2521,62
2522,35
2523,41
2524,47
2525,32
2526,29
2527,85
2528,97
2529,19
2530,49
2531,98
2532,82
2533,6
2534,43
2535,41
2536,16
2537,89
2538,58
2539,50
2540,74
2541,52
2542,16
2543,47
2544,59
2545,59
2546,34
2547,45
2548,50
2549,14
2550,8
2551,53
2552,18
2553,43
2554,64
2555,45
2556,33
2557,9
2558,80
2559,70
2560,18
2561,83
2562,1
2563,96
2564,82
2565,63
2566,20
2567,87
2568,47
2569,78
2570,48
2571,61
2572,31
2573,95
2574,23
2575,26
2576,18
2577,66
2578,30
2579,60
2580,42
2581,49
2582,75
2583,29
2584,89
2585,63
2586,40
2587,65
2588,60
2589,57
2590,1
2591,51
2592,1
2593,99
2594,10
2595,13
2596,64
2597,1
2598,89
2599,18
2600,55
2601,93
2602,20
2603,22
2604,78
2605,51
2606,68
2607,68
2608,39
2609,1
2610,11
2611,55
2612,9
2613,83
2614,58
2615,60
2616,46
2617,4
2618,64
2619,2
2620,55
2621,57
2622,32
2623,21
2624,53
2625,88
2626,95
2627,23
2628,46
2629,59
2630,30
2631,7
2632,56
2633,4
2634,76
2635,22
2636,3
2637,12
2638,5
2639,31
2640,82
2641,5
2642,42
2643,75
2644,5
2645,58
2646,38
2647,48
2648,60
2649,45
2650,15
2651,45
2652,1
2653,30
2654,69
2655,51
2656,39
2657,36
2658,32
2659,22
2660,61
2661,82
2662,73
2663,71
2664,42
2665,5
2666,54
2667,47
2668,20
2669,26
2670,6
2671,97
2672,59
2673,22
2674,86
2675,64
2676,47
2677,31
2678,57
2679,91
2680,19
2681,82
2682,84
2683,69
2684,19
2685,81
2686,38
2687,20
2688,41
2689,24
2690,60
2691,39
2692,30
2693,6
2694,8
2695,8
2696,3
2697,74
2698,45
2699,12
2700,6
2701,25
2702,45
2703,58
2704,37
2705,13
2706,36
2707,8
2708,49
2709,4
2710,17
2711,17
2712,48
2713,10
2714,30
2715,13
2716,16
2717,56
2718,28
2719,26
2720,4
2721,49
2722,2
2723,70
2724,27
2725,30
2726,75
2727,7
2728,66
2729,69
2730,13
2731,21
2732,22
2733,11
2734,14
2735,41
2736,34
2737,25
2738,49
2739,93
2740,50
2741,37
2742,4
2743,30
2744,91
2745,96
2746,37
2747,65
2748,56
2749,44
2750,96
2751,39
2752,44
2753,58
2754,77
2755,41
2756,95
2757,88
2758,19
2759,75
2760,38
2761,90
2762,70
2763,50
2764,22
2765,74
2766,55
2767,47
2768,60
2769,13
2770,25
2771,25
2772,15
2773,17
2774,60
2775,70
2776,96
2777,60
2778,45
2779,17
2780,9
2781,81
2782,33
2783,2
2784,20
2785,12
2786,72
2787,12
2788,28
2789,29
2790,45
2791,28
2792,63
2793,58
2794,2
2795,31
2796,6
2797,53
2798,36
2799,71
2800,88
2801,4
2802,11
2803,39
2804,59
2805,69
2806,63
2807,28
2808,69
2809,60
2810,17
2811,3
2812,36
2813,83
2814,60
2815,17
2816,49
2817,1
2818,9
2819,41
2820,94
2821,9
2822,47
2823,74
2824,53
2825,47
2826,1
2827,87
2828,76
2829,3
2830,34
2831,21
2832,95
2833,50
2834,13
2835,62
2836,23
2837,15
2838,63
2839,23
2840,95
2841,30
2842,95
2843,63
2844,82
2845,24
2846,16
2847,58
2848,56
2849,54
2850,17
2851,3
2852,26
2853,52
2854,69
2855,6
2856,45
2857,81
2858,74
2859,62
2860,14
2861,43
2862,33
2863,16
2864,38
2865,47
2866,87
2867,45
2868,46
2869,69
2870,8
2871,28
2872,42
2873,6
2874,11
2875,16
2876,16
2877,84
2878,53
2879,1
2880,26
2881,85
2882,59
2883,22
2884,82
2885,85
2886,77
2887,5
2888,94
2889,7
2890,95
2891,16
2892,26
2893,42
2894,8
2895,43
2896,54
2897,38
2898,41
2899,3
2900,94
2901,20
2902,88
2903,27
2904,26
2905,68
2906,53
2907,86
2908,7
2909,98
2910,33
2911,75
2912,1
2913,24
2914,52
2915,64
2916,32
2917,15
2918,78
2919,92
2920,79
2921,44
2922,32
2923,44
2924,18
2925,88
2926,18
2927,15
2928,42
2929,79
2930,100
2931,1
2932,19
2933,44
2934,10
2935,52
2936,11
2937,98
2938,51
2939,7
2940,20
2941,9
2942,35
2943,67
2944,29
2945,93
2946,87
2947,48
2948,16
2949,77
2950,36
2951,88
2952,27
2953,30
2954,80
2955,37
2956,25
2957,12
2958,2
2959,78
2960,37
2961,26
2962,8
2963,27
2964,80
2965,69
2966,26
2967,66
2968,36
2969,87
2970,49
2971,80
2972,100
2973,53
2974,67
2975,67
2976,90
2977,70
2978,24
2979,84
2980,46
2981,59
2982,64
2983,43
2984,39
2985,3
2986,57
2987,44
2988,59
2989,20
2990,34
2991,47
2992,13
2993,37
2994,62
2995,6
